Original Name,Test Case Name,Test Type,Label
"AL-RAWI, Fawzi Mutlaq","AL-RAWI, Fawzi Mutlaq",Exact Match,Match
YV2422,YV2422,Exact Match,Match
"GASMI, Salah","GASMI, Salah",Exact Match,Match
"CHILINGAROV, Artur Nikolaevich","CHILINGAROV, Artur Nikolaevich",Exact Match,Match
"ABDURAKHMANOV, Maghomed Maghomedzakirovich","ABDURAKHMANOV, Maghomed Maghomedzakirovich",Exact Match,Match
KASB INTERNATIONAL LLC,KASB INTERNATIONAL LLC,Exact Match,Match
"SHEVCHENKO, Yuriy Valeryevich","SHEVCHENKO, Yuriy Valeryevich",Exact Match,Match
"KAZAKOV, Viktor Alekseyevich","KAZAKOV, Viktor Alekseyevich",Exact Match,Match
"JAQUEZ ARAUJO, Yadher Rafael","JAQUEZ ARAUJO, Yadher Rafael",Exact Match,Match
"CARRANZA ZEPEDA, Hugo Ivan","CARRANZA ZEPEDA, Hugo Ivan",Exact Match,Match
SUDAK,SUDAK,Exact Match,Match
VALENZUELA DRUG TRAFFICKING ORGANIZATION,VALENZUELA DRUG TRAFFICKING ORGANIZATION,Exact Match,Match
GALERIA PAGE,GALERIA PAGE,Exact Match,Match
"KAZAN, Ali Muhammad","KAZAN, Ali Muhammad",Exact Match,Match
"SVISTUNOV, Arkady Nikolayevich","SVISTUNOV, Arkady Nikolayevich",Exact Match,Match
"ZULETA DE MERCHAN, Carmen Auxiliadora","ZULETA DE MERCHAN, Carmen Auxiliadora",Exact Match,Match
KOREAN COMMITTEE FOR SPACE TECHNOLOGY,KOREAN COMMITTEE FOR SPACE TECHNOLOGY,Exact Match,Match
"JABRIL, Ahmad","JABRIL, Ahmad",Exact Match,Match
"COMERCIALIZADORA E IMPORTADORA YESSI, S.A. DE C.V.","COMERCIALIZADORA E IMPORTADORA YESSI, S.A. DE C.V.",Exact Match,Match
"MOHAMED, Mohamed Makawi Ibrahim","MOHAMED, Mohamed Makawi Ibrahim",Exact Match,Match
"WISSER, Gerhard","WISSER, Gerhard",Exact Match,Match
"GHAFFARIANANBERAN, Seyedmohammad","GHAFFARIANANBERAN, Seyedmohammad",Exact Match,Match
"AL-KHAIWANI, Abdul Hakim","AL-KHAIWANI, Abdul Hakim",Exact Match,Match
"SAAB HALABI, Tarek William","SAAB HALABI, Tarek William",Exact Match,Match
"AL-KHATIB, Ahmad","AL-KHATIB, Ahmad",Exact Match,Match
"KANG, Chol Hak","KANG, Chol Hak",Exact Match,Match
CONNECT TELECOM GENERAL TRADING LLC,CONNECT TELECOM GENERAL TRADING LLC,Exact Match,Match
PASARGAD BANK,PASARGAD BANK,Exact Match,Match
"CHIWEWE, Willard","CHIWEWE, Willard",Exact Match,Match
"ROZI, Pahlawan","ROZI, Pahlawan",Exact Match,Match
SBER LEGAL LIMITED LIABILITY COMPANY,SBER LEGAL LIMITED LIABILITY COMPANY,Exact Match,Match
EP-MNM,EP-MNM,Exact Match,Match
"ABU MARZOOK, Mousa Mohammed","ABU MARZOOK, Mousa Mohammed",Exact Match,Match
YK-AYC,YK-AYC,Exact Match,Match
PAYANDEH JAAM ELECTRICITY ENERGY,PAYANDEH JAAM ELECTRICITY ENERGY,Exact Match,Match
"AL-SHEIBANI, Abu Mustafa","AL-SHEIBANI, Abu Mustafa",Exact Match,Match
"STAUDINGER LEMOINE, Mariana Andrea","STAUDINGER LEMOINE, Mariana Andrea",Exact Match,Match
SADRA RESEARCH CENTER,SADRA RESEARCH CENTER,Exact Match,Match
EAST STAR COMPANY,EAST STAR COMPANY,Exact Match,Match
MAUTE GROUP,MAUTE GROUP,Exact Match,Match
"AUNG, Sit Taing","AUNG, Sit Taing",Exact Match,Match
SIA FALCON INTERNATIONAL GROUP,SIA FALCON INTERNATIONAL GROUP,Exact Match,Match
HWASONG SHIPPING CO LTD,HWASONG SHIPPING CO LTD,Exact Match,Match
ESMERALDAS COLOMBIANAS CERRO GUALILO LTDA. C.I.,ESMERALDAS COLOMBIANAS CERRO GUALILO LTDA. C.I.,Exact Match,Match
"IDRIS, Ibrahim","IDRIS, Ibrahim",Exact Match,Match
"KUZ'MYCH, Tetyana Oleksandrivna","KUZ'MYCH, Tetyana Oleksandrivna",Exact Match,Match
KRAKERN LIMITED,KRAKERN LIMITED,Exact Match,Match
"CARRERA YLLADES, Marisela","CARRERA YLLADES, Marisela",Exact Match,Match
"KOVALCHUK, Tatyana Aleksandrovna","KOVALCHUK, Tatyana Aleksandrovna",Exact Match,Match
"PANCHENKO, Igor Vladimirovich","PANCHENKO, Igor Vladimirovich",Exact Match,Match
AFRICADA INSURANCE COMPANY,AFRICADA INSURANCE COMPANY,Exact Match,Match
INTERPAL,INTERPAL,Exact Match,Match
SYRIAN MILITARY INTELLIGENCE BRANCH 290 - ALEPPO BRANCH,SYRIAN MILITARY INTELLIGENCE BRANCH 290 - ALEPPO BRANCH,Exact Match,Match
"AL-OMGY, Said Salih Abd-Rabbuh","AL-OMGY, Said Salih Abd-Rabbuh",Exact Match,Match
CONSTRUCTORA UNIVERSAL LTDA.,CONSTRUCTORA UNIVERSAL LTDA.,Exact Match,Match
JOINT STOCK COMPANY BALTIC SHIPBUILDING PLANT YANTAR,JOINT STOCK COMPANY BALTIC SHIPBUILDING PLANT YANTAR,Exact Match,Match
SPETSINVESTSERVIS OOO,SPETSINVESTSERVIS OOO,Exact Match,Match
ANALITICHESKI TSENTR KATEKHON OOO,ANALITICHESKI TSENTR KATEKHON OOO,Exact Match,Match
PERUVIAN PRECIOUS METALS S.A.C.,PERUVIAN PRECIOUS METALS S.A.C.,Exact Match,Match
"TIMOFEYEVA, Olga Victorovna","TIMOFEYEVA, Olga Victorovna",Exact Match,Match
TAE DONG GANG,TAE DONG GANG,Exact Match,Match
MEKHANIK PUSTOSHNYY,MEKHANIK PUSTOSHNYY,Exact Match,Match
AL-KHALIDI EXCHANGE,AL-KHALIDI EXCHANGE,Exact Match,Match
"GHAFARI, Sanaullah","GHAFARI, Sanaullah",Exact Match,Match
"SANDOVAL LOPEZ, Pablo Roberto","SANDOVAL LOPEZ, Pablo Roberto",Exact Match,Match
GLOBAL UNITED BIOTECHNOLOGY INC.,GLOBAL UNITED BIOTECHNOLOGY INC.,Exact Match,Match
"SLIZHEVSKY, Oleg Leonidovich","SLIZHEVSKY, Oleg Leonidovich",Exact Match,Match
IRISL MULTIMODAL TRANSPORT CO.,IRISL MULTIMODAL TRANSPORT CO.,Exact Match,Match
TELEFOCUS CONSULTANTS INC,TELEFOCUS CONSULTANTS INC,Exact Match,Match
MAPUTO SHOPPING CENTRE,MAPUTO SHOPPING CENTRE,Exact Match,Match
VIRGO MARINE,VIRGO MARINE,Exact Match,Match
"GLADKIKH, Evgeny Viktorovich","GLADKIKH, Evgeny Viktorovich",Exact Match,Match
KB LINES LIMITED,KB LINES LIMITED,Exact Match,Match
IRAN & SHARGH COMPANY,IRAN & SHARGH COMPANY,Exact Match,Match
PRENSA LATINA,PRENSA LATINA,Exact Match,Match
JASMINE,JASMINE,Exact Match,Match
DOLPHIN TRADING COMPANY LIMITED,DOLPHIN TRADING COMPANY LIMITED,Exact Match,Match
MILITARY CONSTRUCTION ESTABLISHMENT,MILITARY CONSTRUCTION ESTABLISHMENT,Exact Match,Match
"BORODULINA, Svetlana Alekseevna","BORODULINA, Svetlana Alekseevna",Exact Match,Match
HJ BANNISTER CONSTRUCTION CC,HJ BANNISTER CONSTRUCTION CC,Exact Match,Match
"NAZAROV, Mikhail Anatolievich","NAZAROV, Mikhail Anatolievich",Exact Match,Match
"BARAKAT, Nasif","BARAKAT, Nasif",Exact Match,Match
NOBLE SHIPPING COMPANY LIMITED,NOBLE SHIPPING COMPANY LIMITED,Exact Match,Match
"CRYMSA - ARGENTINA, S.A.","CRYMSA - ARGENTINA, S.A.",Exact Match,Match
CONSTELLO INC.,CONSTELLO INC.,Exact Match,Match
DONBASS PEOPLE'S MILITIA,DONBASS PEOPLE'S MILITIA,Exact Match,Match
"ZELEDON ROCHA, Sadrach","ZELEDON ROCHA, Sadrach",Exact Match,Match
"GONZALEZ LOPEZ, Gustavo Enrique","GONZALEZ LOPEZ, Gustavo Enrique",Exact Match,Match
"ALKHALD, Ahmad","ALKHALD, Ahmad",Exact Match,Match
"EMELYANOV, Gennady Egorovich","EMELYANOV, Gennady Egorovich",Exact Match,Match
"GUPTA, Atul","GUPTA, Atul",Exact Match,Match
"ATABEKAU, Khazalbek Bakhtsibekavich","ATABEKAU, Khazalbek Bakhtsibekavich",Exact Match,Match
"RABI, Fazl","RABI, Fazl",Exact Match,Match
PARDAZAN SYSTEM NAMAD ARMAN,PARDAZAN SYSTEM NAMAD ARMAN,Exact Match,Match
"PROKOFYEV, Yuriy Anatolyevich","PROKOFYEV, Yuriy Anatolyevich",Exact Match,Match
"AL-SAHRAWI, Adnan Abu Walid","AL-SAHRAWI, Adnan Abu Walid",Exact Match,Match
HOLA SUN HOLIDAYS LIMITED,HOLA SUN HOLIDAYS LIMITED,Exact Match,Match
"AL-SAMAHI, Alaa Ali Ali Mohammed","AL-SAMAHI, Alaa Ali Ali Mohammed",Exact Match,Match
AUTONOMOUS NONCOMMERCIAL ORGANIZATION PROFESSIONAL ASSOCIATION OF DESIGNERS OF DATA PROCESSING SYSTEMS,AUTONOMOUS NONCOMMERCIAL ORGANIZATION PROFESSIONAL ASSOCIATION OF DESIGNERS OF DATA PROCESSING SYSTEMS,Exact Match,Match
KUM UN SAN,KUM UN SAN,Exact Match,Match
"USUGA TORRES, Arley","USUGA TORRES, Arley",Exact Match,Match
MSN 383,MSN 383,Exact Match,Match
"MUTIWEKUZIVA, Kenneth Keparadza","MUTIWEKUZIVA, Kenneth Keparadza",Exact Match,Match
"ROJAS FRANCO, Jaime","ROJAS FRANCO, Jaime",Exact Match,Match
"OPTIMA, OOO","OPTIMA, OOO",Exact Match,Match
JOINT STOCK COMPANY UNITED CREDIT BUREAU,JOINT STOCK COMPANY UNITED CREDIT BUREAU,Exact Match,Match
DREAM II,DREAM II,Exact Match,Match
VYDAYUSHCHIESYA KREDITY MICROCREDIT COMPANY LIMITED LIABILITY COMPANY,VYDAYUSHCHIESYA KREDITY MICROCREDIT COMPANY LIMITED LIABILITY COMPANY,Exact Match,Match
"HAO, Mingjin","HAO, Mingjin",Exact Match,Match
COMPANIA GANADERA 5 MANANTIALES S. DE P.R. DE R.L.,COMPANIA GANADERA 5 MANANTIALES S. DE P.R. DE R.L.,Exact Match,Match
"LAREDO DONJUAN, Ruben","LAREDO DONJUAN, Ruben",Exact Match,Match
SNIPER AFRICA,SNIPER AFRICA,Exact Match,Match
YAZD INDUSTRIAL CONSTRUCTIONAL STEEL ROLLING MILL,YAZD INDUSTRIAL CONSTRUCTIONAL STEEL ROLLING MILL,Exact Match,Match
INTERNATIONAL SIKH YOUTH FEDERATION,INTERNATIONAL SIKH YOUTH FEDERATION,Exact Match,Match
"TAMADDON, Morteza","TAMADDON, Morteza",Exact Match,Match
PHOTON PRO LLP,PHOTON PRO LLP,Exact Match,Match
EMAXON FINANCE INTERNATIONAL INC.,EMAXON FINANCE INTERNATIONAL INC.,Exact Match,Match
SECONDEYE SOLUTION,SECONDEYE SOLUTION,Exact Match,Match
FUDIA LTDA.,FUDIA LTDA.,Exact Match,Match
"AVERUCA, C.A.","AVERUCA, C.A.",Exact Match,Match
"AHMED, Isma'il Fu'ad Rasul","AHMED, Isma'il Fu'ad Rasul",Exact Match,Match
INRESBANK OOO,INRESBANK OOO,Exact Match,Match
ST. VITAMIN,ST. VITAMIN,Exact Match,Match
"BASRAI, Murtuza Mustafamunir","BASRAI, Murtuza Mustafamunir",Exact Match,Match
YK-AQA,YK-AQA,Exact Match,Match
SETELEM BANK LIMITED LIABILITY COMPANY,SETELEM BANK LIMITED LIABILITY COMPANY,Exact Match,Match
"MONTOYA SANCHEZ, Juan Carlos","MONTOYA SANCHEZ, Juan Carlos",Exact Match,Match
LTS HOLDING LIMITED,LTS HOLDING LIMITED,Exact Match,Match
OMAN FUEL TRADING LTD,OMAN FUEL TRADING LTD,Exact Match,Match
"DESARROLLOS EVEREST, S.A. DE C.V.","DESARROLLOS EVEREST, S.A. DE C.V.",Exact Match,Match
"ALIKHANI, Mohsen","ALIKHANI, Mohsen",Exact Match,Match
"AL-AKHRAS, Firas","AL-AKHRAS, Firas",Exact Match,Match
"AHMED, Adnan S. Hasan","AHMED, Adnan S. Hasan",Exact Match,Match
"FIROUZABADI, Hassan","FIROUZABADI, Hassan",Exact Match,Match
"RI, Jong Won","RI, Jong Won",Exact Match,Match
MIDDLE EAST MINES AND MINERAL INDUSTRIES DEVELOPMENT HOLDING COMPANY,MIDDLE EAST MINES AND MINERAL INDUSTRIES DEVELOPMENT HOLDING COMPANY,Exact Match,Match
"WANUS, Ali","WANUS, Ali",Exact Match,Match
MARANGE RESOURCES (PRIVATE) LIMITED,MARANGE RESOURCES (PRIVATE) LIMITED,Exact Match,Match
SOUTH ALUMINUM COMPANY,SOUTH ALUMINUM COMPANY,Exact Match,Match
"SARUR, Muhammad","SARUR, Muhammad",Exact Match,Match
"O, Kuk-Ryol","O, Kuk-Ryol",Exact Match,Match
"RAZA, Syed Ali","RAZA, Syed Ali",Exact Match,Match
"BESPALOV, Anton Sergeyevich","BESPALOV, Anton Sergeyevich",Exact Match,Match
"MEDVEDEVA, Svetlana Vladimirovna","MEDVEDEVA, Svetlana Vladimirovna",Exact Match,Match
"BELLOSOM ENTERPRISE, INC.","BELLOSOM ENTERPRISE, INC.",Exact Match,Match
OPEN JOINT-STOCK COMPANY GRODNO TOBACCO FACTORY NEMAN,OPEN JOINT-STOCK COMPANY GRODNO TOBACCO FACTORY NEMAN,Exact Match,Match
SINGWANG ECONOMICS AND TRADING GENERAL CORPORATION,SINGWANG ECONOMICS AND TRADING GENERAL CORPORATION,Exact Match,Match
"DING, Zhongli","DING, Zhongli",Exact Match,Match
"AL-TIKRITI, Walid Hamid Tawfiq","AL-TIKRITI, Walid Hamid Tawfiq",Exact Match,Match
"KUZNETSOV, Eduard Anatolievich","KUZNETSOV, Eduard Anatolievich",Exact Match,Match
"LAPSHOV, Pavel Vladimirovich","LAPSHOV, Pavel Vladimirovich",Exact Match,Match
"AKHAEI, Shaghayegh","AKHAEI, Shaghayegh",Exact Match,Match
"SAING, Sai Lone","SAING, Sai Lone",Exact Match,Match
MALBERG LIMITED,MALBERG LIMITED,Exact Match,Match
"MADRID FRANCO, Cecilia","MADRID FRANCO, Cecilia",Exact Match,Match
ELEVENTH OCEAN ADMINISTRATION GMBH,ELEVENTH OCEAN ADMINISTRATION GMBH,Exact Match,Match
BS COMPANY OFFSHORE,BS COMPANY OFFSHORE,Exact Match,Match
"PAK, Yong Sik","PAK, Yong Sik",Exact Match,Match
"VELASQUEZ FIGUEROA, Adrian Jose","VELASQUEZ FIGUEROA, Adrian Jose",Exact Match,Match
"KARNER, Alenka","KARNER, Alenka",Exact Match,Match
"VARGAS GARCIA, Nabor","VARGAS GARCIA, Nabor",Exact Match,Match
C I FONDO GLOBAL DE ALIMENTOS LTDA,C I FONDO GLOBAL DE ALIMENTOS LTDA,Exact Match,Match
"HAMIEH, Jamiel","HAMIEH, Jamiel",Exact Match,Match
SHAHID BAKERI INDUSTRIAL GROUP,SHAHID BAKERI INDUSTRIAL GROUP,Exact Match,Match
"PAEK, Chang-Ho","PAEK, Chang-Ho",Exact Match,Match
"ZAGARIA, Antonio","ZAGARIA, Antonio",Exact Match,Match
PO THONG GANG,PO THONG GANG,Exact Match,Match
EP-GOX,EP-GOX,Exact Match,Match
"SHPEROV, Pavel Valentinovich","SHPEROV, Pavel Valentinovich",Exact Match,Match
"LAPO, Anatol Piatrovich","LAPO, Anatol Piatrovich",Exact Match,Match
"KHANANI, Obaid Altaf","KHANANI, Obaid Altaf",Exact Match,Match
"KISHK, Samir","KISHK, Samir",Exact Match,Match
"USUGA DAVID, Dairo Antonio","USUGA DAVID, Dairo Antonio",Exact Match,Match
VTB BANK AZERBAIJAN OPEN JOINT STOCK COMPANY,VTB BANK AZERBAIJAN OPEN JOINT STOCK COMPANY,Exact Match,Match
'WOLF' HOLDING OF SECURITY STRUCTURES,'WOLF' HOLDING OF SECURITY STRUCTURES,Exact Match,Match
"KAMBAR, Abubakar Adam","KAMBAR, Abubakar Adam",Exact Match,Match
RENOVA GROUP,RENOVA GROUP,Exact Match,Match
ANSAR BANK,ANSAR BANK,Exact Match,Match
"DYAKONOVA, Tatyana Ivanovna","DYAKONOVA, Tatyana Ivanovna",Exact Match,Match
"AL-RAWI, Marwan Mahdi Salah","AL-RAWI, Marwan Mahdi Salah",Exact Match,Match
"NANGAA, Corneille Yobeluo","NANGAA, Corneille Yobeluo",Exact Match,Match
INDUSTRIAS AGROPECUARIAS DEL VALLE LTDA.,INDUSTRIAS AGROPECUARIAS DEL VALLE LTDA.,Exact Match,Match
INMOBILIARIA EL PRESON S.A. DE C.V.,INMOBILIARIA EL PRESON S.A. DE C.V.,Exact Match,Match
"TSAI, Hsein Tai","TSAI, Hsein Tai",Exact Match,Match
"PARSHIN, Andrei Yevgenevich","PARSHIN, Andrei Yevgenevich",Exact Match,Match
"BAZHENOV, Timofey","BAZHENOV, Timofey",Exact Match,Match
"DURAN PORRAS, Gloria Amparo","DURAN PORRAS, Gloria Amparo",Exact Match,Match
"MORRISSEY, John Francis","MORRISSEY, John Francis",Exact Match,Match
FATEMIYOUN DIVISION,FATEMIYOUN DIVISION,Exact Match,Match
"HAFIZ, Abdallah","HAFIZ, Abdallah",Exact Match,Match
MCFLY PLASTIC HK LIMITED,MCFLY PLASTIC HK LIMITED,Exact Match,Match
CORPORACION ACS TRADING S.A.S.,CORPORACION ACS TRADING S.A.S.,Exact Match,Match
HAVANATUR CHILE S.A.,HAVANATUR CHILE S.A.,Exact Match,Match
"AWADD, Mohamed Sherif Mohamed Mohamed","AWADD, Mohamed Sherif Mohamed Mohamed",Exact Match,Match
ELLISSA MEGASTORE,ELLISSA MEGASTORE,Exact Match,Match
SYRISS,SYRISS,Exact Match,Match
JAHAN DESTINATIONS TRAVEL AND TOURISM LLC,JAHAN DESTINATIONS TRAVEL AND TOURISM LLC,Exact Match,Match
7 KARNES,7 KARNES,Exact Match,Match
"GHASEMI, Seyyed Reza","GHASEMI, Seyyed Reza",Exact Match,Match
MSP KALA NAFT CO. TEHRAN,MSP KALA NAFT CO. TEHRAN,Exact Match,Match
"MOUSSA, Bah Ag","MOUSSA, Bah Ag",Exact Match,Match
GOLDEN COMMODITIES LLC,GOLDEN COMMODITIES LLC,Exact Match,Match
JAM PETROCHEMICAL COMPANY,JAM PETROCHEMICAL COMPANY,Exact Match,Match
SINA RAIL PARS COMPANY,SINA RAIL PARS COMPANY,Exact Match,Match
STATE ENTERPRISE KERCH SEA COMMERCIAL PORT,STATE ENTERPRISE KERCH SEA COMMERCIAL PORT,Exact Match,Match
"STRELYUKHIN, Alexander Mikhailovich","STRELYUKHIN, Alexander Mikhailovich",Exact Match,Match
"GORDEYEV, Alexey Vasilievich","GORDEYEV, Alexey Vasilievich",Exact Match,Match
EP-CFJ,EP-CFJ,Exact Match,Match
"TAPIA QUINTERO, Jose Guadalupe","TAPIA QUINTERO, Jose Guadalupe",Exact Match,Match
TRANSPORTES MICHAEL LTDA.,TRANSPORTES MICHAEL LTDA.,Exact Match,Match
SV NIKOLAY,SV NIKOLAY,Exact Match,Match
PIMENTO FARM,PIMENTO FARM,Exact Match,Match
JOINT STOCK COMPANY RT-TEKHPRIEMKA,JOINT STOCK COMPANY RT-TEKHPRIEMKA,Exact Match,Match
"CASTELLANOS GARZON, Henry","CASTELLANOS GARZON, Henry",Exact Match,Match
"IBRAHIM, Yasser Hussein","IBRAHIM, Yasser Hussein",Exact Match,Match
"CUSPERT, Denis Mamadou","CUSPERT, Denis Mamadou",Exact Match,Match
CRIADERO LA LUISA E.U.,CRIADERO LA LUISA E.U.,Exact Match,Match
"JIMENEZ GONZALEZ, Abelardo","JIMENEZ GONZALEZ, Abelardo",Exact Match,Match
ALAXY,ALAXY,Exact Match,Match
"GRIFFIN, Peter","GRIFFIN, Peter",Exact Match,Match
"GARCIA RIOS, Tomasa","GARCIA RIOS, Tomasa",Exact Match,Match
ADOON GENERAL TRADING FZE,ADOON GENERAL TRADING FZE,Exact Match,Match
TRANSPETROCHART CO LTD,TRANSPETROCHART CO LTD,Exact Match,Match
THE OXYTECH,THE OXYTECH,Exact Match,Match
"KAN'AN, Fawzi Mustafa","KAN'AN, Fawzi Mustafa",Exact Match,Match
TEREAL INDUSTRY AND TRADE LIMITED,TEREAL INDUSTRY AND TRADE LIMITED,Exact Match,Match
IRAN CENTRIFUGE TECHNOLOGY COMPANY,IRAN CENTRIFUGE TECHNOLOGY COMPANY,Exact Match,Match
"KOMANOV, Viktor Alekseevich","KOMANOV, Viktor Alekseevich",Exact Match,Match
"WIN, Thet Khaing","WIN, Thet Khaing",Exact Match,Match
"RUELAS AVILA, Joel Efren","RUELAS AVILA, Joel Efren",Exact Match,Match
"PANTELEYEV, Sergey Mikhaylovich","PANTELEYEV, Sergey Mikhaylovich",Exact Match,Match
"KULYK, Konstantin","KULYK, Konstantin",Exact Match,Match
"SHOIGU, Irina Aleksandrovna","SHOIGU, Irina Aleksandrovna",Exact Match,Match
POPULAR FRONT FOR THE LIBERATION OF PALESTINE,POPULAR FRONT FOR THE LIBERATION OF PALESTINE,Exact Match,Match
"GAVRILOV, Sergey Anatolyevich","GAVRILOV, Sergey Anatolyevich",Exact Match,Match
"W&G ARQUITECTOS, S.A. DE C.V.","W&G ARQUITECTOS, S.A. DE C.V.",Exact Match,Match
"TAYSIR, Hajji","TAYSIR, Hajji",Exact Match,Match
MONSOON SHIPPING LTD,MONSOON SHIPPING LTD,Exact Match,Match
NAM SAN 8,NAM SAN 8,Exact Match,Match
SANAM INDUSTRIAL GROUP,SANAM INDUSTRIAL GROUP,Exact Match,Match
EMMR & CIA. S.A.S.,EMMR & CIA. S.A.S.,Exact Match,Match
"SHEKAU, Abubakar","SHEKAU, Abubakar",Exact Match,Match
"KASENOV, Adilet Zhakypovich","KASENOV, Adilet Zhakypovich",Exact Match,Match
"AYUPOV, Rinat Zaydulayevich","AYUPOV, Rinat Zaydulayevich",Exact Match,Match
"COMERCIALIZADORA CHAPALA AJIJIC, S.A. DE C.V.","COMERCIALIZADORA CHAPALA AJIJIC, S.A. DE C.V.",Exact Match,Match
"BOUYAHIA, Hamadi Ben Abdul Aziz Ben Ali","BOUYAHIA, Hamadi Ben Abdul Aziz Ben Ali",Exact Match,Match
"MOTALLEBIZADEH, Akbar","MOTALLEBIZADEH, Akbar",Exact Match,Match
"HAMID, Mustafa","HAMID, Mustafa",Exact Match,Match
"FYODOROV, Nikolai Vasilyevich","FYODOROV, Nikolai Vasilyevich",Exact Match,Match
"PRCAC, Dragoljub","PRCAC, Dragoljub",Exact Match,Match
"GOLIKOV, Oleg Aleksandrovich","GOLIKOV, Oleg Aleksandrovich",Exact Match,Match
"ALVAREZ INZUNZA, Juan Manuel","ALVAREZ INZUNZA, Juan Manuel",Exact Match,Match
ABSOLUTE CHAMPIONSHIP AKHMAT,ABSOLUTE CHAMPIONSHIP AKHMAT,Exact Match,Match
"OVSYANNIKOV, Dmitry Vladimirovich","OVSYANNIKOV, Dmitry Vladimirovich",Exact Match,Match
"LAAGOUB, Abdelkader","LAAGOUB, Abdelkader",Exact Match,Match
"SUBBOTIN, Alexey Anatolyevich","SUBBOTIN, Alexey Anatolyevich",Exact Match,Match
INVERSIONES EL EDEN S.C.S.,INVERSIONES EL EDEN S.C.S.,Exact Match,Match
"MUSTAFA BAKRI, Ali Sa'd Muhammad","MUSTAFA BAKRI, Ali Sa'd Muhammad",Exact Match,Match
"HIMICH, Abdelilah","HIMICH, Abdelilah",Exact Match,Match
SINA SHIPPING COMPANY LIMITED,SINA SHIPPING COMPANY LIMITED,Exact Match,Match
AL-QARD AL-HASSAN ASSOCIATION,AL-QARD AL-HASSAN ASSOCIATION,Exact Match,Match
FOREST,FOREST,Exact Match,Match
PASKAL OOO,PASKAL OOO,Exact Match,Match
"ZAKHARCHENKO, Alexander","ZAKHARCHENKO, Alexander",Exact Match,Match
1425 BRICKELL AVENUE 64E LLC,1425 BRICKELL AVENUE 64E LLC,Exact Match,Match
"ALTUN, Ali Riza","ALTUN, Ali Riza",Exact Match,Match
"HASNAIN, Syed Johar","HASNAIN, Syed Johar",Exact Match,Match
FARMA IZVORI B.I.,FARMA IZVORI B.I.,Exact Match,Match
"LOAN, Waseem Rauf","LOAN, Waseem Rauf",Exact Match,Match
MARKOM METAL COMMERCE DOO ZVECAN,MARKOM METAL COMMERCE DOO ZVECAN,Exact Match,Match
"VALDEZ BENITES, Joel","AL-ASSAD, Karam",Non-Match,Not Match
CARLOTA C,"SCUADRA FORTIA, S.A. DE C.V.",Non-Match,Not Match
RAMENSKOYE DESIGN COMPANY JOINT STOCK COMPANY,AMD CO. LTD AGENCY,Non-Match,Not Match
"NAJIB, Ahmad","WAKED HATUM, Nidal Ahmed",Non-Match,Not Match
"GLEBOVA, Lyubov Nikolayevna","AKHAEI, Shaghayegh",Non-Match,Not Match
"SAMOKISH, Vladimir Igorevich",BICENTENARIO IV,Non-Match,Not Match
SYRIATEL,"AL-BAKUR, Khalid",Non-Match,Not Match
AKTSIONERNOE OBSHCHESTVO SARATOVSKI RADIOPRIBORNYI ZAVOD,"HASAN, Ammar",Non-Match,Not Match
FLOREZ HERMANOS LTDA.,INTERNATIONAL GATEWAYS GROUP OF COMPANY LIMITED,Non-Match,Not Match
"HAWWAT, Muhammad","SAQR, Sinan",Non-Match,Not Match
VTB BANK PUBLIC JOINT STOCK COMPANY,COSMO RESOURCES PTE. LTD.,Non-Match,Not Match
"AL-AHDAL, Mohammad Hamdi Mohammad Sadiq","YUSUF, Muhsin",Non-Match,Not Match
"AL-TIKRITI, Ali Saddam Hussein",ANTIQUA DEL CARIBE S.A.S.,Non-Match,Not Match
"MAHAMED, Mostafa",MYANMAR PEARL ENTERPRISE,Non-Match,Not Match
"SKAKOVSKAYA, Lyudmila Nikolayevna",MCS ENGINEERING,Non-Match,Not Match
"POLOZOV, Sergey Pavlovich",YARE,Non-Match,Not Match
"COMERCIALIZADORA CHAPALA AJIJIC, S.A. DE C.V.","SMILEWALLET, LLC",Non-Match,Not Match
"HEATH, Noel Timothy","FC GRUPO EMPRESARIAL, S.A. DE C.V.",Non-Match,Not Match
JOINT STOCK COMPANY RESEARCH CENTER ELINS,"KOVALCHUK, Yuri Valentinovich",Non-Match,Not Match
SUMMER 5,"VASQUEZ HERNANDEZ, Alfredo",Non-Match,Not Match
"ALEONG, Eddie","SAN AGUSTIN, Guillermo Carlos",Non-Match,Not Match
"KIM, Yong Chol",AKTSIONERNOE OBSHCHESTVO SOVKOMBANK STRAKHOVANIE,Non-Match,Not Match
JOINT STOCK COMPANY CHANNEL ONE RUSSIA,PANAZEATE SL,Non-Match,Not Match
CHINA NATIONAL PRECISION MACHINERY IMPORT/EXPORT CORPORATION,"MAHALLA, Muhammad Mahmud",Non-Match,Not Match
MADAME GU,"KARIC, Nebojsa",Non-Match,Not Match
CHONG BONG,KAVEH SHARGH STEEL CO.,Non-Match,Not Match
"SHALISH, Zuhayr","PAYAN MERAZ, Raul",Non-Match,Not Match
SHAMIM,DOLPHIN TRADING COMPANY LIMITED,Non-Match,Not Match
MULBERRY PROJE YATIRIM ANONIM SIRKETI,AL-HARAMAIN : AFGHANISTAN BRANCH,Non-Match,Not Match
"RABAH, Zuhayr","RR TOUR, S.A. DE C.V.",Non-Match,Not Match
"MOHADDES, Seyed Mahmoud","HUANG, Wang Ken",Non-Match,Not Match
